Club Name,Recordings,Club Identifier,Country,Additional Info
Charlestown Sarsfields GAA,34,charlestown-sarsfields-gaa-club,Australia,Charlestown
Charlie Ayris,14,charlie-ayris,United Kingdom,(More information needed)
Hornchurch FC,62,charles-leach,England,Hornchurch
Charlie Möbelmontagen GmbH,158,charlie-mobelmontagen-gmbh,Germany,(More information needed)
CSA,70,charlotte-42,Multiple Countries,(Ambiguous abbreviation
Charlotte county soccer Federation,557,charlotte-county-soccer-federation,United States,Charlotte County
Fall 2023,107,wesley-chapel-weddington-athletic-association,United States,(More information needed)
Charlotte Eagles,258,charlotte-eagles-soccer-club-3,United States,Charlotte
Charlotte FC Academy,770,charlotte-football-club-2,United States,Charlotte
Charlotte Independence Soccer club,20,charlotte-independence-soccer-club-6ecc04e7,United States,Charlotte
Charlotte Independence,46,charlotte-independence-soccer-club-cbf3d448,United States,Charlotte
Charlotte Metro,71,charlotte-metro-futbol-club,United States,Charlotte
CSK,150,charlottenlund-sk,Multiple Countries,(Ambiguous abbreviation
charlotte soccer academy,38,charlotte-soccer-academy-f9596d18,United States,Charlotte
CSA,70,charlotte-42,Multiple Countries,(Ambiguous abbreviation
CSA,70,charlotte-42,Multiple Countries,(Ambiguous abbreviation
Charlotte Soccer Academy,32,charlotte-soccer-academy-0fe8d0d7,United States,Charlotte
CSA,70,charlotte-42,Multiple Countries,(Ambiguous abbreviation
CSA NPL,69,charlotte-soccer-academy-b15f4fd4,United States,Charlotte
Charlotte Soccer Academy,32,charlotte-soccer-academy-0fe8d0d7,United States,Charlotte
Charlotte Soccer Academy,32,charlotte-soccer-academy-0fe8d0d7,United States,Charlotte
Charlotte SA,130,charlotte-soccer-academy-ee95be44,United States,Charlotte
Charlotte Soccer Academy,32,charlotte-soccer-academy-0fe8d0d7,United States,Charlotte
Charlotte Soccer Academy,32,charlotte-soccer-academy-0fe8d0d7,United States,Charlotte
CSA,70,charlotte-42,Multiple Countries,(Ambiguous abbreviation
Charlotte SA,130,charlotte-soccer-academy-ee95be44,United States,Charlotte
Charlotte Soccer Academy,32,charlotte-soccer-academy-0fe8d0d7,United States,Charlotte
CSA,70,charlotte-42,Multiple Countries,(Ambiguous abbreviation
CSA,70,charlotte-42,Multiple Countries,(Ambiguous abbreviation
CSA North ECNL,602,charlotte-soccer-academy-14,United States,Charlotte
CSA,70,charlotte-42,Multiple Countries,(Ambiguous abbreviation
CSA,70,charlotte-42,Multiple Countries,(Ambiguous abbreviation
Privateers,52,charlottetown-privateers,Multiple Countries,(More information needed)
Charlton Athletic Community Trust 21/22,289,charlton-athletic-community-trust-2,England,London (Charlton)
Charlton Athletic FC Academy,130,charlton-athletic-fc-academy,England,London (Charlton)
Charlton Park RFC,15,charlton-park-rugby-club,England,London (Charlton)
Charlton Wildcats Basketball,30,charlton-wildcats-basketball,England,London (Charlton)
Charneca da Caparica Futebol Clube,83,seixal-clube-1925,Portugal,Charneca da Caparica
Charnock Richard,181,charnock-richard-football-club-3,England,Charnock Richard
Charnock Richard Football Club u21s,98,coppull-united,England,Charnock Richard
Chars,76,chars-youth-4a5398c8,Multiple Countries,(More information needed)
Charterhouse School,124,charterhouse-football,England,Godalming
Charter Oak Girls Soccer,54,fc-man-united,United States,(More information needed)
Charter School of Wilmington,132,charter-school-of-wilmington,United States,Wilmington
Chartres de Bretagne,116,chartres-de-bretagne,France,Chartres de Bretagne
Chartreuse Rugby Club,45,chartreuse-rugby-club-e50c81df,France,Chartreuse
CSPA,20,charyl-stockwell-prep,Multiple Countries,(Ambiguous abbreviation
Chase colts,10,chase-colts-football-club,Multiple Countries,(More information needed)
Dutler,23,chase-dutler,Multiple Countries,(More information needed)
Chase Side Youth,155,chase-side-youth,England,(More information needed)
Chase Side Youth U15,17,real-trading-ltd,England,(More information needed)
Chasetown Fc(First Team),213,alvchurch-fc,England,Chasetown
Chasetown YDP U12,17,chasetown-ydp-u12,England,Chasetown
Chasetown Youth Development Pathway,184,chasetown-ydp-youth-development-pathway,England,Chasetown
Chasetown fc,60,witts,England,Chasetown
Chasetown Youth,44,chasetown-youth-fc-ed608199,England,Chasetown
Chassieu Rugby,17,chassieu-rugby,France,Chassieu
Chastards,25,chastards-fc,Multiple Countries,(More information needed)
CHATEAU BOIS GUY,120,chateau-bois-guy,Multiple Countries,(More information needed)
CHATEAUROUX,275,chateauroux,France,Châteauroux
chatenoy rugby club,29,chatenoy-rugby-club-10b1ab58,France,Châtenoy
Chatham Town,918,chatham-town,England,Chatham
CHATHAM TOWN,37,chatham-town-35fafbf2,England,Chatham
Chatham Town,918,chatham-town,England,Chatham
Chatham Town FC,162,cliffe-woods-colts-football-club,England,Chatham
Chatham Town,918,chatham-town,England,Chatham
SCSC,50,crwa-2015,Multiple Countries,(Ambiguous abbreviation
Chattanooga Football Club,20,chattanooga-football-club-0b715eaf,United States,Chattanooga
Chattanooga Football Club,20,chattanooga-football-club-0b715eaf,United States,Chattanooga
Chattanooga FC,285,chattanooga-football-club-academy,United States,Chattanooga
Chattanooga Red Wolves,29,chattanooga-red-wolves-79c0222b,United States,Chattanooga
CRWA,293,chattanooga-red-wolves-academy,United States,Chattanooga
Chattanooga Red Wolves Academy,59,chattanooga-red-wolves-academy-e2e99c31,United States,Chattanooga
Chattanooga Red Wolves,29,chattanooga-red-wolves-79c0222b,United States,Chattanooga
Chattanooga Red Wolves Academy,59,chattanooga-red-wolves-academy-e2e99c31,United States,Chattanooga
CSAS,69,chattanooga-school-for-the-arts-and-sciences,Multiple Countries,(Ambiguous abbreviation
CSLA,79,chattanooga-school-for-the-liberal-arts,Multiple Countries,(Ambiguous abbreviation
Nooga Queens,36,chattanooga-womens-rugby-club,United States,Chattanooga
Chatterley Vics FC,63,chatterley-victoria-football-club,England,Chatterley
Chaumont FC,101,chaumont-football-club,France,Chaumont
Chavez,64,macdowellrugby,Multiple Countries,(More information needed)
CHAVILLE F.C.,270,football-club-de-versailles-78,France,Chaville
Chaville FC,386,chaville-football-club,France,Chaville
CHC,87,baltimore-celtic-union-kevin,Multiple Countries,(Ambiguous abbreviation
CHCA,71,lady-lions-basketball,Multiple Countries,(Ambiguous abbreviation
CHC-SC,112,strikers-lady-hawks,Multiple Countries,(Ambiguous abbreviation
CH Dragons RLFC Inc,19,ch-dragons-rlfc-inc,Multiple Countries,(RLFC likely refers to Rugby League Football Club)
Cheadle and Gatley JFC,12,cheadle-and-gatley-jfc,England,Cheadle and Gatley
Cheadle Hulme School,213,cheadle-hulme-school,England,Cheadle Hulme
Cheadle SMU,60,cheadle-south-moorlands-united-490dbba6,England,Cheadle
Cheadle Town,195,manchester-grassroots-tournaments,England,Cheadle
Cheam H.C,129,cheam-hockey-club,England,Cheam
Cheam,70,cheam-sports-football-club,England,Cheam
CheckHers,20,checkhers-elite-2025-black,Multiple Countries,(More information needed)
Cheddar,35,cheddar-valley-rfc,England,Cheddar
Chelan Soccer,33,chelan-hs-soccer,United States,Chelan
Chelmsford,256,chelmsford-city,England,Chelmsford
Elite Contract Flooring Services Ltd,34,elite-contract-flooring-services-ltd,United Kingdom,(More information needed)
Chelmsford City EJA,29,chelmsoford-city-eja,England,Chelmsford
Chelmsford City Girls FC,16,chelmsford-city-girls-fc,England,Chelmsford
Chelmsford EJA U18 24/25,62,chelmsford-city-u17-2324,England,Chelmsford
Akweres Veo,290,danson-football-club,Multiple Countries,(More information needed)
Chelmsford Hockey Club,36,chelmsford-hockey-club,England,Chelmsford
Chelmsford Hotel,45,kurri-kurri-minor-league,England,Chelmsford
Chelmsford Rugby Club,92,chelmsford-rugby-club-f9de7ea9,England,Chelmsford
Chelmsford Rugby Football Club U15s VEO,93,chelmsford-rugby-football-club,England,Chelmsford
Chelmsford Youth Lacrosse,18,chelmsford-youth-lacrosse,England,Chelmsford
Chelsea Academy VEO,2466,chelsea-academy-veo,England,London
Chelsea FC Blenheim,228,chelsea-fc-blenheim,England,London (Likely a youth team or community initiative)
Chelsea FC Foundation - Inclusion & Disability,62,chelsea-fc-foundation-inclusion-disability,England,London
CSSHK,114,chelseafc-soccer-school-hong-kong,Multiple Countries,(Ambiguous abbreviation
Chelsea FC Women,626,chelsea-fc-women,England,London
Chelsea FFC SPARASHOLT COLLEGE WINCHESTER,18,chelsea-ffc-sparasholt-college-winchester,England,Winchester (Likely a partnership between Chelsea and Sparsholt College)
Chelsea FC,46,chelsea-football-club-b5104fc7,England,London
Chelsea HS Boys Soccer,65,chelsea-high-school-boys-soccer-4,United States,Chelsea
Chelsea Girls' Soccer,46,chelsea-high-school-girls-soccer-69e1c571,United States,Chelsea
Chelsea High School,254,chelsea-high-school-boys-soccer-3,United States,Chelsea
Chelsea Piers Soccer Club,34,chelsea-piers-soccer-club-039b734a,United States,New York City (Chelsea Piers)
CPSC,843,chelsea-piers-shoreline-soccer-club,Multiple Countries,(Ambiguous abbreviation
Chelsea Rovers,217,chelsea-rovers-football-club,Multiple Countries,(More information needed)
Chelsea SC,121,chelsea-soccer-club-b0bdce54,Multiple Countries,(Ambiguous abbreviation
Chelsea,157,chelsea-soccer-club-dfbbc92c,Multiple Countries,(More information needed)
Chelsea SC,121,chelsea-soccer-club-b0bdce54,Multiple Countries,(Ambiguous abbreviation
Chelsea Soccer Club,18,chelsea-soccer-club-4ea7ba35,Multiple Countries,(More information needed)
Chelsea Warriors,20,chelsea-warriors,Multiple Countries,(More information needed)
Bournside,33,cheltenham-bournside-school,England,(More information needed)
Cheltenham Civil Service RFC,31,cheltenham-civil-service-rfc,England,Cheltenham
Cheltenham College RFC,34,cheltenham-college-rugby,England,Cheltenham
Cheltenham College,39,cheltenham-college-sport,England,Cheltenham
Cheltenham HC,74,cheltenham-hockey-club,England,Cheltenham
CLC,60,cheltenham-ladies-college,Multiple Countries,(Ambiguous abbreviation
Cheltenham Neptunes C/O Benjamin Newham,45,cheltenham-neptunes,England,Cheltenham
Cheltenham North Rugby Football Club (CNRFC),109,cheltenham-north-rugby-football-club-cnrfc,England,Cheltenham
Cheltenham Saracens,166,cheltenham-saracens,England,Cheltenham
Cheltenham Tigers,138,cheltenham-tigers-rugby-club,England,Cheltenham
Cheltenham Town Academy,1184,cheltenham-town-academy,England,Cheltenham
Cheltenham Town FC Ltd (Hereford Development),408,cheltenham-town-dc-hereford,England,Cheltenham
Cheltenham Town Ladies,11,cheltenham-town-women-fc,England,Cheltenham
Cheltenham Town Women FC,166,cheltenham-town-ladies-fc,England,Cheltenham
Chemeketa Community College,15,chemeketa-community-college-f4b67e25,United States,Salem
Chemfica,84,chemfica,Multiple Countries,(More information needed)
Chemie Leipzig,13,chemie-leipzig-9becd7be,Germany,Leipzig
CFCAVIGNON,90,cheminot-football-club-avignon,France,Avignon
Die Himmelblauen,70,chemnitzer-fc,Germany,(More information needed)
Chemnitzer FC,68,betriebssportgemeinschaft-chemie-leipzig-ev,Germany,Chemnitz
Chemnitzer FC e.V.,37,chemnitzer-fuballclub-ev-15573ec9,Germany,Chemnitz
Chenango Forks Boys Soccer,111,chenango-forks-boys-soccer,United States,Chenango Forks
Chenque rugby club,60,chenque-rugby-club,France,Chenque
Cheong-Ju FCK,236,cheong-joo-fck,South Korea,Cheongju
Chepstow Town,69,chepstow,Wales,Chepstow
Chepstow RFC,107,chepstow-rfc,Wales,Chepstow
EL PLANTER,1027,che-que-gol-sl,Multiple Countries,(More information needed)
Cherinor Sillah,53,cherinor-sillah,Multiple Countries,(More information needed)
Chernomorec,72,chernomorec,Bulgaria,Burgas
Chernomorec1919,14,chernomorec1919-burgas,Bulgaria,Burgas
Cherokee Impact,57,cherokee-impact-984ce4e8,United States,(More information needed)
Juiced Cherries 2029,22,personal-2192ff98,Multiple Countries,(More information needed)
Cherry Beach,193,cherry-beach,Multiple Countries,(More information needed)
Falcons 2011 Boys,130,cherry-beach-falcons,Multiple Countries,(More information needed)
Cherry Beach,193,cherry-beach,Multiple Countries,(More information needed)
Cherry Beach,193,cherry-beach,Multiple Countries,(More information needed)
Cherry Blossoms FC,91,cherry-blossoms-fc,Multiple Countries,(More information needed)
Cherrybrook Technology High School,54,cherrybrook-technology-high-school,Australia,Cherrybrook
Cherrybrook United,20,cherrybrook-united,Australia,Cherrybrook
Cherry Creek Bruins,11,cherry-creek-brains,United States,Greenwood Village
Creek,15,cherry-creek-bruins,Multiple Countries,(More information needed)
Cherry Creek High School,15,cherry-creek-high-school,United States,Greenwood Village
Cherry Creek Bruins Lacrosse,28,cherry-creek-high-school-lacrosse,United States,Greenwood Village
Cherry Creek Hockey,155,cherry-creek-hockey,United States,Greenwood Village
Creek Football,117,creek-red,Multiple Countries,(More information needed)
Cherry Hill FC,373,cherry-hill-fc-2,United States,Cherry Hill
Cherry Hill Knights,105,cherry-hill-knights,United States,Cherry Hill
CHSC,466,cherry-hill-soccer-club,Multiple Countries,(Ambiguous abbreviation
Cherry Orchard,13,software-cherryorchard,Multiple Countries,(More information needed)
Chertsey Town Fc,44,chertsey-town-fc,England,Chertsey
CCLax 28,26,chesapeake-club-lacrosse-2028,Multiple Countries,(More information needed)
Chesapeake United,144,chesapeake-united-soccer-club-6959649d,United States,Chesapeake
Chesapeake United,144,chesapeake-united-soccer-club-6959649d,United States,Chesapeake
Chesham Stags,127,chesham-rugby-union-football-club,England,Chesham
Chesham United,238,chesham-united,England,Chesham
Chesham United Ladies,112,chesham-united-ladies,England,Chesham
Chesham United Youth FC,123,chesham-united-youth-fc,England,Chesham
Cheshire Bears,131,cheshire-bears-womens-american-football-team,England,Cheshire
Cheshire FA,98,cheshire-football-association,England,Cheshire
Cheshire Lines Football Club,68,cheshire-lines-football-club,England,Cheshire
Phoenix,70,cheshire-phoenix-juniors-830160e9,Multiple Countries,(More information needed)
Midstate Rugby,27,cheshire-rugby-corporation-dba-midstate-rugby,United States,(More information needed)
Cheshire,23,cheshire-schools-fa,England,Cheshire
Cheshire Soccer Club,18,cheshire-soccer-club-77e70451,United States,(More information needed)
Cheshunt,220,cheshunt,England,Cheshunt
Cheshunt Fc,14,cheshunt-fc-56ef38e1,England,Cheshunt
CHESHUNT FC u13's JPL,117,cheshunt-football-club-u18s,England,Cheshunt
Cheshunt Football Club,221,cheshunt-football-club,England,Cheshunt
Cheshunt Fc,14,cheshunt-fc-56ef38e1,England,Cheshunt
Cheshunt FC,78,cheshunt-football-club-902e4d4c,England,Cheshunt
Cheshunt Rubgy,63,cheshunt-rugby,England,Cheshunt
Cheshunt Rugby,141,cheshunt-rugby-club,England,Cheshunt
Cheshunt U12 Blues,13,cheshunt-u12-blues,England,Cheshunt
Cheshunt Youth,244,cheshunt-youth-fc,England,Cheshunt
Cheshunt FC,78,cheshunt-football-club-902e4d4c,England,Cheshunt
Seals,98,cheshunt-youth-seals,Multiple Countries,(More information needed)
Chessington & Hook United FC,391,chessington-hook-united-football-club,England,Chessington
Chess Valley,128,chess-valley-rfc-6ae0bd05,England,Chess Valley
Chester FC Women,90,chester-fc-women,England,Chester
Chesterfield Community Trust,40,chesterfield-community-trust,England,Chesterfield
Chesterfield FC Academy,113,chesterfield-football-club-4b08e284,England,Chesterfield
Chesterfield HC (official),99,chesterfield-hc-official,England,Chesterfield
